type,openings,telephone,latitude,longitude
Waste Separation Bin,24 hours,N.A.,22.244947,114.15552
Waste Separation Bin,24 hours,N.A.,22.2448611,114.1527163
Waste Separation Bin,24 hours,N.A.,22.246575,114.247163
Waste Separation Bin,24 hours,N.A.,22.2176238,114.2021768
Waste Separation Bin,24 hours,N.A.,22.2495068,114.1840643
Waste Separation Bin,24 hours,N.A.,22.2240233,114.214881
Waste Separation Bin,24 hours,N.A.,22.2537279,114.1351591
Waste Separation Bin,24 hours,N.A.,22.2470323,114.1588765
Waste Separation Bin,24 hours,N.A.,22.2297222,114.1980556
Waste Separation Bin,24 hours,N.A.,22.2456774,114.1657922
Waste Separation Bin,24 hours,N.A.,22.2367659,114.1963252
Waste Separation Bin,24 hours,N.A.,22.2313982,114.2519592
Waste Separation Bin,24 hours,N.A.,22.228976,114.2511234
Waste Separation Bin,24 hours,N.A.,22.2249813,114.1974945
Waste Separation Bin,24 hours,N.A.,22.2118455,114.2146541
Waste Separation Bin,24 hours,N.A.,22.2116214,114.2146234
Waste Separation Bin,24 hours,N.A.,22.2183857,114.2114716
Waste Separation Bin,24 hours,N.A.,22.2202058,114.2142979
Waste Separation Bin,24 hours,N.A.,22.2203106,114.2141296
Waste Separation Bin,24 hours,N.A.,22.219071,114.2118668
Waste Separation Bin,24 hours,N.A.,22.2328811,114.2233032
Waste Separation Bin,24 hours,N.A.,22.2503633,114.1348209
Waste Separation Bin,24 hours,N.A.,22.250145,114.170014
Waste Separation Bin,24 hours,N.A.,22.2496422,114.1733544
Waste Separation Bin,24 hours,N.A.,22.2504444,114.1569344
Waste Separation Bin,24 hours,N.A.,22.3195326,114.1643933
Waste Separation Bin,24 hours,N.A.,22.3249726,114.1596683
Waste Separation Bin,24 hours,N.A.,22.3169719,114.158148
Waste Separation Bin,24 hours,N.A.,22.3236462,114.160478
Waste Separation Bin,24 hours,N.A.,22.3181652,114.1724414
Waste Separation Bin,24 hours,N.A.,22.3209152,114.167633
Waste Separation Bin,24 hours,N.A.,22.324735,114.1631643
Waste Separation Bin,24 hours,N.A.,22.3221752,114.162853
Waste Separation Bin,24 hours,N.A.,22.3221939,114.1628717
Waste Separation Bin,24 hours,N.A.,22.3214342,114.1654766
Waste Separation Bin,24 hours,N.A.,22.3251383,114.1733866
Waste Separation Bin,24 hours,N.A.,22.3229641,114.1674837
Waste Separation Bin,24 hours,N.A.,22.316183,114.167768
Waste Separation Bin,24 hours,N.A.,22.3046746,114.1734378
Waste Separation Bin,24 hours,N.A.,22.308472,114.1713874
Waste Separation Bin,24 hours,N.A.,22.3171177,114.158645
Waste Separation Bin,24 hours,N.A.,22.3012713,114.1820208
Waste Separation Bin,24 hours,N.A.,22.2938496,114.1703232
Waste Separation Bin,24 hours,N.A.,22.3018585,114.1773475
Waste Separation Bin,24 hours,N.A.,22.3010111,114.177655
Waste Separation Bin,24 hours,N.A.,22.3011817,114.1792755
Waste Separation Bin,24 hours,N.A.,22.3051766,114.1678209
Waste Separation Bin,24 hours,N.A.,22.3069717,114.1772151
Waste Separation Bin,24 hours,N.A.,49.7989455,-97.1247964
Waste Separation Bin,24 hours,N.A.,22.3112361,114.1746537
Waste Separation Bin,24 hours,N.A.,22.3045837,114.1682786
Waste Separation Bin,24 hours,N.A.,22.3082047,114.1666729
Waste Separation Bin,24 hours,N.A.,22.295424,114.174407
Waste Separation Bin,24 hours,N.A.,22.2987028,114.1789555
Waste Separation Bin,24 hours,N.A.,22.3264389,114.1678032
Waste Separation Bin,24 hours,N.A.,22.3235719,114.1695281
Waste Separation Bin,24 hours,N.A.,22.3119669,114.1700381
Waste Separation Bin,24 hours,N.A.,22.3235719,114.1695281
Waste Separation Bin,24 hours,N.A.,22.316268,114.168239
Waste Separation Bin,24 hours,N.A.,22.3172582,114.1718775
Waste Separation Bin,24 hours,N.A.,22.3080825,114.1680918
Waste Separation Bin,24 hours,N.A.,30.2492548,-81.5893985
Waste Separation Bin,24 hours,N.A.,22.3189518,114.1622353
Waste Separation Bin,24 hours,N.A.,22.323537,114.162018
Waste Separation Bin,24 hours,N.A.,22.3214342,114.1654766
Waste Separation Bin,24 hours,N.A.,22.2965215,114.1759033
Waste Separation Bin,24 hours,N.A.,22.2972721,114.1783517
Waste Separation Bin,24 hours,N.A.,22.2998108,114.1778224
Waste Separation Bin,24 hours,N.A.,22.2998108,114.1778224
Waste Separation Bin,24 hours,N.A.,22.3097974,114.1702582
Waste Separation Bin,24 hours,N.A.,22.3122251,114.1728248
Waste Separation Bin,24 hours,N.A.,22.312422,114.1692254
Waste Separation Bin,24 hours,N.A.,22.2934991,114.1721373
Waste Separation Bin,24 hours,N.A.,22.294288,114.171901
Waste Separation Bin,24 hours,N.A.,22.3257662,114.1620614
Waste Separation Bin,24 hours,N.A.,22.3341479,114.1633683
Waste Separation Bin,24 hours,N.A.,22.3386417,114.144859
Waste Separation Bin,24 hours,N.A.,22.3681879,114.0842682
Waste Separation Bin,24 hours,N.A.,22.3681879,114.0842682
Waste Separation Bin,24 hours,N.A.,22.3353271,114.1553421
Waste Separation Bin,24 hours,N.A.,22.3362693,114.1459719
Waste Separation Bin,24 hours,N.A.,22.3379973,114.1534396
Waste Separation Bin,24 hours,N.A.,22.3387845,114.1737015
Waste Separation Bin,24 hours,N.A.,22.3392196,114.1726443
Waste Separation Bin,24 hours,N.A.,22.327218,114.1736577
Waste Separation Bin,24 hours,N.A.,22.3378876,114.1546216
Waste Separation Bin,24 hours,N.A.,22.3297723,114.1448494
Waste Separation Bin,24 hours,N.A.,22.3398895,114.1597976
Waste Separation Bin,24 hours,N.A.,22.338011,114.139295
Waste Separation Bin,24 hours,N.A.,22.3377817,114.1359272
Waste Separation Bin,24 hours,N.A.,22.3404857,114.1383778
Waste Separation Bin,24 hours,N.A.,22.3401806,114.1371428
Waste Separation Bin,24 hours,N.A.,22.337776,114.1595415
Waste Separation Bin,24 hours,N.A.,22.3375998,114.1608538
Waste Separation Bin,24 hours,N.A.,22.3388497,114.1620482
Waste Separation Bin,24 hours,N.A.,22.3388497,114.1620482
Waste Separation Bin,24 hours,N.A.,22.3429506,114.1713497
Waste Separation Bin,24 hours,N.A.,22.327822,114.165272
Waste Separation Bin,24 hours,N.A.,22.3241378,114.1574811
Waste Separation Bin,24 hours,N.A.,22.3328573,114.1665327
Waste Separation Bin,24 hours,N.A.,22.3328573,114.1665327
Waste Separation Bin,24 hours,N.A.,22.3291807,114.1732435
Waste Separation Bin,24 hours,N.A.,22.3293457,114.161087
Waste Separation Bin,24 hours,N.A.,22.339184,114.157303
Waste Separation Bin,24 hours,N.A.,22.3383672,114.1580477
Waste Separation Bin,24 hours,N.A.,22.3309782,114.1561974
Waste Separation Bin,24 hours,N.A.,22.3316314,114.1554075
Waste Separation Bin,24 hours,N.A.,22.3369472,114.152189
Waste Separation Bin,24 hours,N.A.,22.3332728,114.1689011
Waste Separation Bin,24 hours,N.A.,22.3385762,114.1707594
Waste Separation Bin,24 hours,N.A.,22.3372157,114.1696076
Waste Separation Bin,24 hours,N.A.,22.3408647,114.1667862
Waste Separation Bin,24 hours,N.A.,22.3292867,114.1647613
Waste Separation Bin,24 hours,N.A.,22.3358612,114.1620034
Waste Separation Bin,24 hours,N.A.,55.378051,-3.435973
Waste Separation Bin,24 hours,N.A.,22.3364882,114.1602799
Waste Separation Bin,24 hours,N.A.,22.3297622,114.1711801
Waste Separation Bin,24 hours,N.A.,22.3304227,114.1713296
Waste Separation Bin,24 hours,N.A.,22.3279276,114.1710667
Waste Separation Bin,24 hours,N.A.,22.2787008,114.1894967
Waste Separation Bin,24 hours,N.A.,22.333508,114.1634149
Waste Separation Bin,24 hours,N.A.,22.3330844,114.1635986
Waste Separation Bin,24 hours,N.A.,22.334586,114.174089
Waste Separation Bin,24 hours,N.A.,22.3256985,114.1595551
Waste Separation Bin,24 hours,N.A.,22.3343747,114.1661483
Waste Separation Bin,24 hours,N.A.,22.3344024,114.1668334
Waste Separation Bin,24 hours,N.A.,22.3394776,114.1497394
Waste Separation Bin,24 hours,N.A.,22.3263145,114.1890801
Waste Separation Bin,24 hours,N.A.,22.3317159,114.1897091
Waste Separation Bin,24 hours,N.A.,22.3200041,114.1916999
Waste Separation Bin,24 hours,N.A.,22.3109904,114.1812946
Waste Separation Bin,24 hours,N.A.,22.3397612,114.178171
Waste Separation Bin,24 hours,N.A.,22.308601,114.1873488
Waste Separation Bin,24 hours,N.A.,22.3091106,114.1847579
Waste Separation Bin,24 hours,N.A.,22.3147697,114.181163
Waste Separation Bin,24 hours,N.A.,22.3118107,114.1811141
Waste Separation Bin,24 hours,N.A.,22.3119106,114.1805166
Waste Separation Bin,24 hours,N.A.,22.3149168,114.1916105
Waste Separation Bin,24 hours,N.A.,22.3074403,114.1872381
Waste Separation Bin,24 hours,N.A.,22.300327,114.1877333
Waste Separation Bin,24 hours,N.A.,39.8647284,-79.713397
Waste Separation Bin,24 hours,N.A.,22.338947,114.183988
Waste Separation Bin,24 hours,N.A.,22.3061116,114.2132297
Waste Separation Bin,24 hours,N.A.,22.3048796,114.2162097
Waste Separation Bin,24 hours,N.A.,22.3395703,114.1805543
Waste Separation Bin,24 hours,N.A.,22.314069,114.1857955
Waste Separation Bin,24 hours,N.A.,22.3135265,114.1856177
Waste Separation Bin,24 hours,N.A.,22.3291634,114.1890192
Waste Separation Bin,24 hours,N.A.,22.3321858,114.1840189
Waste Separation Bin,24 hours,N.A.,22.3305629,114.1841471
Waste Separation Bin,24 hours,N.A.,22.3321296,114.1903285
Waste Separation Bin,24 hours,N.A.,22.314341,114.187353
Waste Separation Bin,24 hours,N.A.,22.3140929,114.1876671
Waste Separation Bin,24 hours,N.A.,22.3184033,114.1839536
Waste Separation Bin,24 hours,N.A.,22.319314,114.1768208
Waste Separation Bin,24 hours,N.A.,22.331084,114.180348
Waste Separation Bin,24 hours,N.A.,22.3286418,114.1809082
Waste Separation Bin,24 hours,N.A.,22.3206634,114.1809234
Waste Separation Bin,24 hours,N.A.,22.3290926,114.1881668
Waste Separation Bin,24 hours,N.A.,22.3260855,114.1900061
Waste Separation Bin,24 hours,N.A.,22.3059929,114.1926941
Waste Separation Bin,24 hours,N.A.,22.3051891,114.1922847
Waste Separation Bin,24 hours,N.A.,22.323286,114.185047
Waste Separation Bin,24 hours,N.A.,22.3220103,114.1847772
Waste Separation Bin,24 hours,N.A.,22.3193092,114.1905441
Waste Separation Bin,24 hours,N.A.,22.3102449,114.1861733
Waste Separation Bin,24 hours,N.A.,22.30874,114.183939
Waste Separation Bin,24 hours,N.A.,22.3157859,114.2087918
Waste Separation Bin,24 hours,N.A.,18.0183711,-76.8346161
Waste Separation Bin,24 hours,N.A.,22.3284956,114.1772884
Waste Separation Bin,24 hours,N.A.,22.3336539,114.1779337
Waste Separation Bin,24 hours,N.A.,53.4093154,-2.950109
Waste Separation Bin,24 hours,N.A.,22.3178982,114.1792513
Waste Separation Bin,24 hours,N.A.,22.3149009,114.1766895
Waste Separation Bin,24 hours,N.A.,22.33057,114.199549
Waste Separation Bin,24 hours,N.A.,22.3327662,114.2017496
Waste Separation Bin,24 hours,N.A.,22.3375864,114.1969836
Waste Separation Bin,24 hours,N.A.,22.3381759,114.1969746
Waste Separation Bin,24 hours,N.A.,22.337071,114.196468
Waste Separation Bin,24 hours,N.A.,22.3455273,114.1935253
Waste Separation Bin,24 hours,N.A.,22.342613,114.19801
Waste Separation Bin,24 hours,N.A.,22.3385102,114.2074587
Waste Separation Bin,24 hours,N.A.,22.3379784,114.206687
Waste Separation Bin,24 hours,N.A.,22.335995,114.200028
Waste Separation Bin,24 hours,N.A.,22.3359882,114.2005412
Waste Separation Bin,24 hours,N.A.,22.3449288,114.1843615
Waste Separation Bin,24 hours,N.A.,22.3367663,114.1885969
Waste Separation Bin,24 hours,N.A.,22.3440347,114.1888343
Waste Separation Bin,24 hours,N.A.,22.3362966,114.1906406
Waste Separation Bin,24 hours,N.A.,22.3383232,114.1900554
Waste Separation Bin,24 hours,N.A.,39.7472222,-105.0886111
Waste Separation Bin,24 hours,N.A.,22.3412295,114.1966552
Waste Separation Bin,24 hours,N.A.,22.3345745,114.2088179
Waste Separation Bin,24 hours,N.A.,22.3370288,114.2139728
Waste Separation Bin,24 hours,N.A.,22.3345536,114.2096461
Waste Separation Bin,24 hours,N.A.,22.3436042,114.2046382
Waste Separation Bin,24 hours,N.A.,22.3455162,114.2015991
Waste Separation Bin,24 hours,N.A.,22.3310986,114.1936705
Waste Separation Bin,24 hours,N.A.,22.3515518,114.200412
Waste Separation Bin,24 hours,N.A.,22.3420064,114.194621
Waste Separation Bin,24 hours,N.A.,22.3355753,114.1953767
Waste Separation Bin,24 hours,N.A.,22.3280021,114.2164805
Waste Separation Bin,24 hours,N.A.,22.3271464,114.2191238
Waste Separation Bin,24 hours,N.A.,22.322564,114.220514
Waste Separation Bin,24 hours,N.A.,22.3196477,114.2278189
Waste Separation Bin,24 hours,N.A.,22.315768,114.231355
Waste Separation Bin,24 hours,N.A.,22.3172248,114.2235027
Waste Separation Bin,24 hours,N.A.,22.31713,114.222903
Waste Separation Bin,24 hours,N.A.,37.211047,-93.2829538
Waste Separation Bin,24 hours,N.A.,22.3249721,114.2196725
Waste Separation Bin,24 hours,N.A.,22.3240045,114.2185301
Waste Separation Bin,24 hours,N.A.,22.326681,114.2078671
Waste Separation Bin,24 hours,N.A.,22.3260362,114.2099754
Waste Separation Bin,24 hours,N.A.,22.3268768,114.211465
Waste Separation Bin,24 hours,N.A.,22.3270076,114.2097399
Waste Separation Bin,24 hours,N.A.,22.3196517,114.2186392
Waste Separation Bin,24 hours,N.A.,22.3124127,114.2169821
Waste Separation Bin,24 hours,N.A.,22.3115403,114.2302478
Waste Separation Bin,24 hours,N.A.,22.3110789,114.2297724
Waste Separation Bin,24 hours,N.A.,31.8593247,-97.3797357
Waste Separation Bin,24 hours,N.A.,22.3100775,114.2374706
Waste Separation Bin,24 hours,N.A.,22.310666,114.240532
Waste Separation Bin,24 hours,N.A.,22.3093463,114.236293
Waste Separation Bin,24 hours,N.A.,22.3038534,114.2388532
Waste Separation Bin,24 hours,N.A.,22.2921844,114.238738
Waste Separation Bin,24 hours,N.A.,22.321118,114.2180083
Waste Separation Bin,24 hours,N.A.,22.3227903,114.2151039
Waste Separation Bin,24 hours,N.A.,22.321434,114.2162781
Waste Separation Bin,24 hours,N.A.,22.3323748,114.2119894
Waste Separation Bin,24 hours,N.A.,22.3045644,114.2324967
Waste Separation Bin,24 hours,N.A.,22.2946147,114.2371463
Waste Separation Bin,24 hours,N.A.,22.3234625,114.2292049
Waste Separation Bin,24 hours,N.A.,22.3217848,114.2268833
Waste Separation Bin,24 hours,N.A.,22.3154451,114.2243285
Waste Separation Bin,24 hours,N.A.,22.327885,114.224573
Waste Separation Bin,24 hours,N.A.,22.3298792,114.2248736
Waste Separation Bin,24 hours,N.A.,22.3087444,114.227177
Waste Separation Bin,24 hours,N.A.,22.3003778,114.2339703
Waste Separation Bin,24 hours,N.A.,22.3135903,114.224767
Waste Separation Bin,24 hours,N.A.,22.3149451,114.2266974
Waste Separation Bin,24 hours,N.A.,22.3257375,114.2059269
Waste Separation Bin,24 hours,N.A.,22.316277,114.23198
Waste Separation Bin,24 hours,N.A.,22.3174066,114.2143842
Waste Separation Bin,24 hours,N.A.,22.3037169,114.2360363
Waste Separation Bin,24 hours,N.A.,22.3207588,114.2312316
Waste Separation Bin,24 hours,N.A.,22.318418,114.2314957
Waste Separation Bin,24 hours,N.A.,22.364875,114.055926
Waste Separation Bin,24 hours,N.A.,22.3674554,114.0860115
Waste Separation Bin,24 hours,N.A.,22.3675876,114.074909
Waste Separation Bin,24 hours,N.A.,22.3637528,114.0693344
Waste Separation Bin,24 hours,N.A.,22.3648349,114.0710532
Waste Separation Bin,24 hours,N.A.,22.37018,114.1184885
Waste Separation Bin,24 hours,N.A.,22.3710421,114.1271162
Waste Separation Bin,24 hours,N.A.,27.3110574,-82.5772038
Waste Separation Bin,24 hours,N.A.,22.349994,114.0616692
Waste Separation Bin,24 hours,N.A.,22.3719661,114.1134746
Waste Separation Bin,24 hours,N.A.,22.3745842,114.1250152
Waste Separation Bin,24 hours,N.A.,22.376429,114.128145
Waste Separation Bin,24 hours,N.A.,22.373205,114.123771
Waste Separation Bin,24 hours,N.A.,22.370297,114.116703
Waste Separation Bin,24 hours,N.A.,22.3692367,114.0804619
Waste Separation Bin,24 hours,N.A.,22.377972,114.1042674
Waste Separation Bin,24 hours,N.A.,22.3794379,114.10659
Waste Separation Bin,24 hours,N.A.,22.3776065,114.1113547
Waste Separation Bin,24 hours,N.A.,22.3691137,114.1221281
Waste Separation Bin,24 hours,N.A.,22.3672211,114.1113571
Waste Separation Bin,24 hours,N.A.,22.3633228,114.1126015
Waste Separation Bin,24 hours,N.A.,22.3660761,114.1121836
Waste Separation Bin,24 hours,N.A.,22.370898,114.1126286
Waste Separation Bin,24 hours,N.A.,22.3705029,114.1005636
Waste Separation Bin,24 hours,N.A.,22.3684671,114.121075
Waste Separation Bin,24 hours,N.A.,22.3721304,114.1222438
Waste Separation Bin,24 hours,N.A.,22.3692096,114.1142472
Waste Separation Bin,24 hours,N.A.,34.4176221,-119.6491956
Waste Separation Bin,24 hours,N.A.,22.3737186,113.9577763
Waste Separation Bin,24 hours,N.A.,22.3735478,113.9867553
Waste Separation Bin,24 hours,N.A.,22.3752718,113.9841409
Waste Separation Bin,24 hours,N.A.,22.3795802,113.9795743
Waste Separation Bin,24 hours,N.A.,22.4022034,113.9788334
Waste Separation Bin,24 hours,N.A.,25.9650919,-80.1222671
Waste Separation Bin,24 hours,N.A.,22.3930674,113.9694643
Waste Separation Bin,24 hours,N.A.,22.3765821,113.981419
Waste Separation Bin,24 hours,N.A.,22.4066238,113.9651642
Waste Separation Bin,24 hours,N.A.,22.399089,113.9781811
Waste Separation Bin,24 hours,N.A.,22.3989729,113.9789238
Waste Separation Bin,24 hours,N.A.,22.4020423,113.9763641
Waste Separation Bin,24 hours,N.A.,22.397746,113.970135
Waste Separation Bin,24 hours,N.A.,22.3855307,113.9768898
Waste Separation Bin,24 hours,N.A.,22.3850451,113.9784154
Waste Separation Bin,24 hours,N.A.,22.4032655,113.9732551
Waste Separation Bin,24 hours,N.A.,22.3786171,113.9646602
Waste Separation Bin,24 hours,N.A.,22.4023779,113.9739056
Waste Separation Bin,24 hours,N.A.,22.431038,113.99257
Waste Separation Bin,24 hours,N.A.,22.3897421,113.9785056
Waste Separation Bin,24 hours,N.A.,22.3858198,113.9800815
Waste Separation Bin,24 hours,N.A.,22.4060691,113.9681483
Waste Separation Bin,24 hours,N.A.,22.386408,113.979806
Waste Separation Bin,24 hours,N.A.,22.4112935,113.9797858
Waste Separation Bin,24 hours,N.A.,22.390939,113.9760572
Waste Separation Bin,24 hours,N.A.,22.3908295,113.9725126
Waste Separation Bin,24 hours,N.A.,22.4082436,113.9654232
Waste Separation Bin,24 hours,N.A.,22.392147,113.973588
Waste Separation Bin,24 hours,N.A.,22.3908295,113.9725126
Waste Separation Bin,24 hours,N.A.,22.3831715,113.9636162
Waste Separation Bin,24 hours,N.A.,22.4033207,113.9761886
Waste Separation Bin,24 hours,N.A.,22.3838897,113.9699753
Waste Separation Bin,24 hours,N.A.,22.404262,113.974082
Waste Separation Bin,24 hours,N.A.,22.3917753,113.9767599
Waste Separation Bin,24 hours,N.A.,22.375962,113.968538
Waste Separation Bin,24 hours,N.A.,22.3799674,113.9659013
Waste Separation Bin,24 hours,N.A.,22.3842448,113.9672074
Waste Separation Bin,24 hours,N.A.,22.3767889,113.9678167
Waste Separation Bin,24 hours,N.A.,35.3265519,139.1566418
Waste Separation Bin,24 hours,N.A.,22.3853416,113.9717682
Waste Separation Bin,24 hours,N.A.,22.3962862,113.9624163
Waste Separation Bin,24 hours,N.A.,22.392475,113.97172
Waste Separation Bin,24 hours,N.A.,22.394819,113.966812
Waste Separation Bin,24 hours,N.A.,22.3888037,113.9797601
Waste Separation Bin,24 hours,N.A.,22.382679,113.974607
Waste Separation Bin,24 hours,N.A.,22.417833,113.991432
Waste Separation Bin,24 hours,N.A.,22.4435349,114.0261877
Waste Separation Bin,24 hours,N.A.,22.45651,114.061538
Waste Separation Bin,24 hours,N.A.,22.4426794,114.0342388
Waste Separation Bin,24 hours,N.A.,22.3146231,114.1701909
Waste Separation Bin,24 hours,N.A.,22.4447471,114.0249443
Waste Separation Bin,24 hours,N.A.,37.7613636,-122.1994363
Waste Separation Bin,24 hours,N.A.,22.4502277,114.0234298
Waste Separation Bin,24 hours,N.A.,22.4422713,114.0244565
Waste Separation Bin,24 hours,N.A.,22.4218212,114.0700627
Waste Separation Bin,24 hours,N.A.,22.440273,114.006094
Waste Separation Bin,24 hours,N.A.,22.4473819,114.0048411
Waste Separation Bin,24 hours,N.A.,22.4473228,114.0048672
Waste Separation Bin,24 hours,N.A.,22.4475759,114.0046951
Waste Separation Bin,24 hours,N.A.,22.4415776,114.0271947
Waste Separation Bin,24 hours,N.A.,22.444849,113.995254
Waste Separation Bin,24 hours,N.A.,22.492637,114.071948
Waste Separation Bin,24 hours,N.A.,22.4439973,114.0216638
Waste Separation Bin,24 hours,N.A.,22.446919,114.022509
Waste Separation Bin,24 hours,N.A.,22.4648704,113.9967804
Waste Separation Bin,24 hours,N.A.,35.150282,-80.850352
Waste Separation Bin,24 hours,N.A.,35.150282,-80.850352
Waste Separation Bin,24 hours,N.A.,22.4660319,114.0015415
Waste Separation Bin,24 hours,N.A.,22.4528347,113.9987885
Waste Separation Bin,24 hours,N.A.,22.4547049,113.9979449
Waste Separation Bin,24 hours,N.A.,22.4566091,114.0024833
Waste Separation Bin,24 hours,N.A.,22.454992,114.0065046
Waste Separation Bin,24 hours,N.A.,22.4547902,114.0045247
Waste Separation Bin,24 hours,N.A.,22.4556113,114.0069344
Waste Separation Bin,24 hours,N.A.,22.4642115,114.0061975
Waste Separation Bin,24 hours,N.A.,22.4636413,114.0066974
Waste Separation Bin,24 hours,N.A.,22.4495728,114.0304894
Waste Separation Bin,24 hours,N.A.,22.4408199,114.0300781
Waste Separation Bin,24 hours,N.A.,22.4432528,114.0307608
Waste Separation Bin,24 hours,N.A.,22.4417892,114.0187843
Waste Separation Bin,24 hours,N.A.,22.441278,114.0236115
Waste Separation Bin,24 hours,N.A.,22.4414011,114.0211114
Waste Separation Bin,24 hours,N.A.,22.4415016,114.0229416
Waste Separation Bin,24 hours,N.A.,22.4445376,114.0222076
Waste Separation Bin,24 hours,N.A.,22.4427639,114.0206527
Waste Separation Bin,24 hours,N.A.,22.434189,113.9961447
Waste Separation Bin,24 hours,N.A.,22.4651463,114.0059529
Waste Separation Bin,24 hours,N.A.,22.4606419,114.0041996
Waste Separation Bin,24 hours,N.A.,22.4527223,114.0061223
Waste Separation Bin,24 hours,N.A.,22.4478735,114.0039212
Waste Separation Bin,24 hours,N.A.,22.4428755,114.0318007
Waste Separation Bin,24 hours,N.A.,22.355671,114.132637
Waste Separation Bin,24 hours,N.A.,22.3622695,114.1028113
Waste Separation Bin,24 hours,N.A.,22.3554901,114.1027345
Waste Separation Bin,24 hours,N.A.,22.3605308,114.128746
Waste Separation Bin,24 hours,N.A.,22.367706,114.1304377
Waste Separation Bin,24 hours,N.A.,22.358105,114.125169
Waste Separation Bin,24 hours,N.A.,22.3591103,114.1225464
Waste Separation Bin,24 hours,N.A.,22.356899,114.126192
Waste Separation Bin,24 hours,N.A.,22.3563121,114.1282563
Waste Separation Bin,24 hours,N.A.,22.3497466,114.127689
Waste Separation Bin,24 hours,N.A.,22.372638,114.136714
Waste Separation Bin,24 hours,N.A.,22.3612618,114.1294319
Waste Separation Bin,24 hours,N.A.,22.3639024,114.1370482
Waste Separation Bin,24 hours,N.A.,22.3713265,114.1374028
Waste Separation Bin,24 hours,N.A.,22.3701308,114.1249597
Waste Separation Bin,24 hours,N.A.,22.3625166,114.0990749
Waste Separation Bin,24 hours,N.A.,22.3558983,114.1056299
Waste Separation Bin,24 hours,N.A.,22.3549904,114.1089505
Waste Separation Bin,24 hours,N.A.,22.3512219,114.1020731
Waste Separation Bin,24 hours,N.A.,22.3510833,114.1019399
Waste Separation Bin,24 hours,N.A.,22.3539944,114.106497
Waste Separation Bin,24 hours,N.A.,22.3561583,114.107475
Waste Separation Bin,24 hours,N.A.,22.357355,114.10737
Waste Separation Bin,24 hours,N.A.,22.373777,114.136946
Waste Separation Bin,24 hours,N.A.,22.204431,114.025055
Waste Separation Bin,24 hours,N.A.,22.2075465,114.0311221
Waste Separation Bin,24 hours,N.A.,22.2065088,114.0329864
Waste Separation Bin,24 hours,N.A.,22.211176,114.029429
Waste Separation Bin,24 hours,N.A.,22.200747,114.017864
Waste Separation Bin,24 hours,N.A.,22.2187688,114.1196426
Waste Separation Bin,24 hours,N.A.,22.2072869,114.0340735
Waste Separation Bin,24 hours,N.A.,22.2044106,114.122673
Waste Separation Bin,24 hours,N.A.,22.2323212,113.9453755
Waste Separation Bin,24 hours,N.A.,22.2919189,113.9409432
Waste Separation Bin,24 hours,N.A.,22.2552355,113.9058728
Waste Separation Bin,24 hours,N.A.,22.2397114,113.9768132
Waste Separation Bin,24 hours,N.A.,22.239286,113.978941
Waste Separation Bin,24 hours,N.A.,22.2664161,113.9954978
Waste Separation Bin,24 hours,N.A.,22.2694272,113.9987326
Waste Separation Bin,24 hours,N.A.,22.2523195,113.8661195
Waste Separation Bin,24 hours,N.A.,22.2278569,113.9347808
Waste Separation Bin,24 hours,N.A.,22.2905532,113.9437026
Waste Separation Bin,24 hours,N.A.,22.2912124,113.9501151
Waste Separation Bin,24 hours,N.A.,22.2576167,113.9401086
Waste Separation Bin,24 hours,N.A.,22.2892589,113.9381192
Waste Separation Bin,24 hours,N.A.,22.2341051,113.9541112
Waste Separation Bin,24 hours,N.A.,22.492063,114.143821
Waste Separation Bin,24 hours,N.A.,22.4940173,114.1375364
Waste Separation Bin,24 hours,N.A.,22.4955732,114.1366388
Waste Separation Bin,24 hours,N.A.,22.5062389,114.1002731
Waste Separation Bin,24 hours,N.A.,22.5050106,114.1306305
Waste Separation Bin,24 hours,N.A.,22.4985527,114.1336668
Waste Separation Bin,24 hours,N.A.,22.5063119,114.1305155
Waste Separation Bin,24 hours,N.A.,22.5013465,114.1287307
Waste Separation Bin,24 hours,N.A.,22.5002131,114.1475583
Waste Separation Bin,24 hours,N.A.,22.488295,114.140853
Waste Separation Bin,24 hours,N.A.,22.492483,114.133078
Waste Separation Bin,24 hours,N.A.,22.4968003,114.1299399
Waste Separation Bin,24 hours,N.A.,22.4969678,114.1283986
Waste Separation Bin,24 hours,N.A.,22.5053686,114.1256207
Waste Separation Bin,24 hours,N.A.,22.503637,114.1260718
Waste Separation Bin,24 hours,N.A.,22.503573,114.130412
Waste Separation Bin,24 hours,N.A.,22.5058342,114.1317
Waste Separation Bin,24 hours,N.A.,22.503462,114.133505
Waste Separation Bin,24 hours,N.A.,22.4843879,114.1434102
Waste Separation Bin,24 hours,N.A.,22.4846267,114.1432188
Waste Separation Bin,24 hours,N.A.,22.5000796,114.144593
Waste Separation Bin,24 hours,N.A.,22.494923,114.13069
Waste Separation Bin,24 hours,N.A.,22.5006876,114.1398274
Waste Separation Bin,24 hours,N.A.,22.494888,114.147357
Waste Separation Bin,24 hours,N.A.,22.5001014,114.129936
Waste Separation Bin,24 hours,N.A.,22.5038012,114.1023164
Waste Separation Bin,24 hours,N.A.,22.53432,114.170296
Waste Separation Bin,24 hours,N.A.,22.4872743,114.142505
Waste Separation Bin,24 hours,N.A.,22.4585731,114.1723734
Waste Separation Bin,24 hours,N.A.,22.4582208,114.1711656
Waste Separation Bin,24 hours,N.A.,22.4537353,114.1745072
